3089066807	52
2380091774	40
2393237461	40
4012722905	52
1380675003	52
1380675003	52
1380675003	52
3861723111	52
3337737444	52
869946036	52
4012722905	52
4012722905	52
3341163373	40
4012722905	52
2543634700	64
1387894918	60
4012722905	52
4012722905	52
589454954	40
4012722905	52
4012722905	52
4012722905	52
2589349334	28
1387894225	40
1387894225	40
2516632305	40
3672369181	28
2958430747	40
3861723111	52
3410420453	52
3340556629	52
3090708473	40
1389196436	64
3226892096	52
1493714438	52
1387894225	40
2601529074	52
2543091861	40
2543091861	40
2543091861	40
2557646373	28
1387894225	40
858269423	52
858269423	52
3220116721	28
1678507524	40
3415169178	40
3415169178	40
3415169178	40
1682969763	28
3232636775	28
3232636775	28
3283599271	40
602827930	52
3219273835	28
2593528202	28
580058565	28
1380637576	28
1380637576	28
2417675442	40
571870246	40
849283614	28
3089066918	52
3337737444	52
1380637576	28
1380637576	28
1380637576	28
3089066918	52
1675381148	28
3292388705	28
3089066918	52
3089066918	52
3089066918	52
3089066918	52
3089066918	52
1380675966	52
895065133	28
3292388705	28
3292388705	28
895065133	28
564036944	52
1346257078	28
582954397	28
3292388705	28
1493716550	28
2516632305	40
2516632305	40
895065133	28
3292295968	28
2397977916	52
1387895358	40
1380127872	40
849283600	28
1678490480	40
2504230035	52
652119895	52
849283600	28
869946704	52
2366645340	28
1682969720	28
2385515779	28
3090708473	40
3410557063	52
3410542885	28
1682969718	28
3089067362	52
2542846261	40
545994702	40
2402314513	40
2601529074	52
3340010073	52
4012508342	40
4012508342	40
2402314513	40
849283614	28
3861795116	28
798382313	28
3040930002	28
2499970675	28
616024228	40
3089066919	52
849283538	28
3284870683	52
2543091861	40
2501419431	40
2543091861	40
3226663884	28
3010575581	52
1324419827	28
2608315638	52
2417007626	40
869073432	28
2538653323	28
1338324087	40
748816514	28
1682969891	28
2501419431	40
1387894225	40
619774777	28
2407653370	40
1346498648	40
1346498648	40
1346498648	40
658947097	40
3410420453	52
1346498648	40
1346498648	40
1346498648	40
1346498648	40
1346498648	40
1346498648	40
1346498648	40
873839547	52
3292388705	28
2402314513	40
1380659919	28
2477929186	40
582954397	28
3410540424	52
2163059978	40
2137790372	28
1682969769	28
3040972172	52
2501419431	40
2540757208	52
2540757208	52
3292295968	28
4141266431	40
4141266431	40
3232743412	40
2448783139	40
3292388705	28
2501419431	40
3337589251	52
1136827058	28
3405512389	28
1919347111	52
2417675442	40
2540757208	52
2540757208	52
2540757208	52
2540757208	52
601089537	40
1136780715	40
1919347111	52
2501419431	40
1136780715	40
2168567845	40
1136780715	40
3090708473	40
2375383150	52
2168567845	40
1136780715	40
1136780715	40
2163107214	40
2163107214	40
817679260	52
3341162369	40
2163107214	40
2624403632	52
1136780715	40
3040972183	52
1136780715	40
817679260	52
1136780715	40
2619516461	52
1136780715	40
3089066932	52
3089066932	52
3089066932	52
1136780715	40
3040971713	28
3834054589	40
2402314513	40
1346498648	40
3089066932	52
1346498648	40
1136780715	40
3089066932	52
582954397	28
2402314513	40
1136780715	40
3089066932	52
3089066932	52
3089066932	52
3089066932	52
3999727311	52
1136780715	40
3340635055	28
2392521600	28
2477923800	40
1136780715	40
1337997724	28
2049087558	40
3861723171	52
1391891991	28
1919347111	52
1380280075	28
1391465472	28
3178957360	28
1381889509	40
2393237461	40
3089066932	52
1391891991	28
1391891991	28
1136774814	28
2588455448	40
2543094713	40
2593651293	28
3410549345	64
3405607355	52
1682969880	28
614441914	52
3135204523	28
2049087558	40
1391891991	28
3807208256	40
3807208256	40
1346623262	40
1919347111	52
546103820	40
546103820	40
1346623262	40
1346623262	40
3861723171	52
3861723171	52
2137790372	28
1391669438	40
2526208930	52
2526208930	52
3292295968	28
3283575016	40
2515744205	40
3012290183	52
2601529028	52
3340635055	28
3405503493	52
3012290183	52
3341162436	40
2501874037	52
3843175438	52
3861371509	40
2504214854	28
2504214854	28
1919347111	52
3089066919	52
1493716545	28
1388742968	28
3807208256	40
1346257078	28
869945977	52
3296402980	40
1346498648	40
1346498648	40
2402314513	40
1919347111	52
2160538218	52
3861723171	52
1380637576	28
1391891991	28
895065133	28
3405617932	52
1380637576	28
1380637576	28
895065133	28
1678621571	40
3089066919	52
3292388705	28
1380637576	28
1380637576	28
2522441142	52
1380637576	28
1380637576	28
1380637576	28
1380637576	28
1136780708	52
1380637576	28
1380637576	28
3220116721	28
1136780708	52
2427645631	40
1380637576	28
564036944	52
1136780708	52
2601420476	40
4146616548	60
1136780708	52
1682969861	28
1136780708	52
1136780708	52
2163119162	52
4141266431	40
1136780708	52
867294477	52
1919347111	52
1136780708	52
1380637576	28
1136780708	52
3410544378	28
1136780708	52
582452624	40
1136780708	52
1287827635	52
1136780708	52
956578418	52
3861723171	52
1136780708	52
2168567845	40
2168567845	40
2448783139	40
2501619100	28
1136780708	52
895065133	28
580060359	52
1136780708	52
1136780708	52
619774777	28
1346498648	40
3089066046	52
3089066046	52
1031888767	28
1346498648	40
2626774054	40
2393731943	40
875360935	76
1682969865	28
2998922280	28
550930411	40
2403868674	40
1682969908	28
2393728394	28
582954397	28
2393728394	28
546166624	40
619959693	52
3284886815	52
3219272682	52
1678520914	28
2218725339	52
1136826912	28
2589349333	28
1136768207	52
2593607999	52
3089066046	52
3089066046	52
1390626219	28
3863477750	52
3090708473	40
3088233362	52
616000570	40
565572518	40
2427645631	40
3863477750	52
3284886815	52
1136826926	52
3089066046	52
3863477750	52
2500085605	28
2624261237	52
3863477750	52
1682969892	28
3292295968	28
752553527	28
3863477750	52
2593607999	52
2427645631	40
3292295968	28
3863477750	52
3284886815	52
2588513429	60
1136829559	52
2130556607	40
3410420453	40
3410420453	40
3863477750	52
2468171710	28
582954397	28
2427645631	40
2130556607	40
822329765	28
2404138198	40
1676236922	28
2404138198	40
1387894915	40
1346498648	40
605423289	40
2635557341	52
596471906	52
895065133	28
3341162436	40
1387894915	40
3341162436	40
4143090118	28
798382313	28
867982276	28
1387894915	40
2467352798	52
601712369	40
957790677	48
1678264310	28
895065133	28
3284886815	52
2589349333	28
2606405338	52
3284886815	52
3284886815	52
1324554298	52
3040930001	28
3292388705	28
2477929186	40
4143119064	28
1682969770	28
3089066808	52
1678621571	40
1136768130	40
1136768130	40
2593607999	52
2635557341	52
1136768130	40
3089066918	52
1919347111	52
3089066918	52
3089067362	52
3089066918	52
551945746	52
3089067362	52
1136768130	40
3089066918	52
3089067362	52
869946036	52
3089066918	52
3283506142	52
3283506142	52
2399238010	52
3089066918	52
3089067362	52
