3089066807	830492911
2380091774	3141428215
2393237461	1045160179
4012722905	1045160278
1380675003	2341300158
3861723111	830492756
3337737444	3099014591
869946036	2341300139
3341163373	3128831165
2543634700	3420304767
1387894918	770361773
589454954	1430109743
2589349334	1041643033
1387894225	714806326
2516632305	1045159231
3672369181	767868585
2958430747	1105031578
3410420453	1430114024
3340556629	1169579015
3090708473	1136805023
1389196436	1286286712
3226892096	1045160598
1493714438	3859747444
2601529074	1136805035
2543091861	3141428215
2557646373	1430053081
858269423	3861679795
3220116721	837020533
1678507524	2683374644
3415169178	3141428218
1682969763	1043617406
3232636775	2683373917
3283599271	3141428214
602827930	1045160282
3219273835	3049315997
2593528202	3420310463
580058565	3143863335
1380637576	1430053081
2417675442	3141428216
571870246	1045159245
849283614	1041643047
3089066918	2106536867
1675381148	3005223044
3292388705	1430053081
1380675966	2341300130
895065133	767868582
895065133	767868586
564036944	1045160179
1346257078	1430053081
582954397	1430053081
1493716550	2066227312
895065133	767868581
3292295968	1430053081
2397977916	2341300173
1387895358	3138727002
1380127872	3178835708
849283600	2999043684
1678490480	1045160314
2504230035	654940619
652119895	811964950
869946704	2341299879
2366645340	3079397375
1682969720	1043617419
2385515779	795556461
3410557063	2775852064
3410542885	3103798964
1682969718	1043617407
3089067362	801664089
2542846261	2341299964
545994702	1045160282
2402314513	3141428216
3340010073	3416813045
4012508342	814698536
3861795116	3863415339
798382313	796719809
3040930002	1136818669
2499970675	796738767
616024228	3141428214
3089066919	830492737
849283538	1041643033
3284870683	1136805035
2501419431	3098955607
3226663884	1279932534
3010575581	1041642684
1324419827	655036670
2608315638	2341299917
2417007626	1045159425
869073432	1041643060
2538653323	1297305404
1338324087	767869583
748816514	1430053081
1682969891	830492890
619774777	786452993
2407653370	1045160279
1346498648	3141428219
658947097	768780527
873839547	2341299882
1380659919	767868586
2477929186	1045160279
3410540424	3146456010
2163059978	856842740
2137790372	1285520864
1682969769	1043617426
3040972172	1043618067
2540757208	1045160177
4141266431	1045160309
3232743412	1045160198
2448783139	1547851133
3337589251	802262953
1136827058	830492891
3405512389	658782277
1919347111	802304801
601089537	3159669516
1136780715	3079509984
2168567845	1045160293
2375383150	3141428214
2163107214	3141428222
817679260	1043617659
3341162369	3128834011
2624403632	2341847837
3040972183	1136797022
2619516461	2066227341
3089066932	830492773
3040971713	1043617407
3834054589	1912284121
3999727311	1136796780
3340635055	650259668
2392521600	767868587
2477923800	1045160279
